tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt0088763,movie,Back to the Future,Back to the Future,0,1985,\N,116,"Adventure,Comedy,Sci-Fi"
tt0088814,movie,The Black Cauldron,The Black Cauldron,0,1985,\N,80,"Action,Adventure,Animation"
tt0088846,movie,Brazil,Brazil,0,1985,\N,132,"Drama,Sci-Fi,Thriller"
tt0088847,movie,The Breakfast Club,The Breakfast Club,0,1985,\N,97,"Comedy,Drama"
tt0088930,movie,Clue,Clue,0,1985,\N,94,"Comedy,Crime,Mystery"
tt0088936,movie,Code of Silence,Code of Silence,0,1985,\N,100,"Action,Crime,Drama"
tt0088993,movie,Day of the Dead,Day of the Dead,0,1985,\N,101,"Horror,Thriller"
tt0089155,movie,Fletch,Fletch,0,1985,\N,98,"Comedy,Crime,Mystery"
tt0089346,movie,Into the Night,Into the Night,0,1985,\N,115,"Action,Comedy,Crime"
tt0089424,movie,Kiss of the Spider Woman,Kiss of the Spider Woman,0,1985,\N,120,Drama
tt0089469,movie,Legend,Legend,0,1985,\N,94,"Adventure,Fantasy,Romance"
tt0089504,movie,Lost in America,Lost in America,0,1985,\N,91,Comedy
tt0089537,movie,Mala Noche,Mala Noche,0,1986,\N,78,Drama
tt0089686,movie,A Nightmare on Elm Street 2: Freddy's Revenge,A Nightmare on Elm Street Part 2: Freddy's Revenge,0,1985,\N,87,Horror
tt0089880,movie,Rambo: First Blood Part II,Rambo: First Blood Part II,0,1985,\N,96,"Action,Adventure,Thriller"
tt0089886,movie,Real Genius,Real Genius,0,1985,\N,108,"Comedy,Romance,Sci-Fi"
tt0090021,movie,Silver Bullet,Silver Bullet,0,1985,\N,95,Horror
tt0090022,movie,Silverado,Silverado,0,1985,\N,133,"Action,Crime,Drama"
tt0090060,movie,St. Elmo's Fire,St. Elmo's Fire,0,1985,\N,110,"Drama,Romance"
tt0090305,movie,Weird Science,Weird Science,0,1985,\N,94,"Comedy,Romance,Sci-Fi"
tt0090329,movie,Witness,Witness,0,1985,\N,112,"Drama,Romance,Thriller"
tt0090605,movie,Aliens,Aliens,0,1986,\N,137,"Action,Adventure,Sci-Fi"
tt0090756,movie,Blue Velvet,Blue Velvet,0,1986,\N,120,"Crime,Drama,Mystery"
tt0090966,movie,Down and Out in Beverly Hills,Down and Out in Beverly Hills,0,1986,\N,103,Comedy
tt0091042,movie,Ferris Bueller's Day Off,Ferris Bueller's Day Off,0,1986,\N,103,Comedy
tt0091080,movie,Friday the 13th Part VI: Jason Lives,Jason Lives: Friday the 13th Part VI,0,1986,\N,86,"Horror,Thriller"
tt0091167,movie,Hannah and Her Sisters,Hannah and Her Sisters,0,1986,\N,107,"Comedy,Drama"
tt0091203,movie,Highlander,Highlander,0,1986,\N,116,"Action,Adventure,Fantasy"
tt0091306,movie,Jumpin' Jack Flash,Jumpin' Jack Flash,0,1986,\N,105,"Comedy,Romance,Thriller"
tt0091474,movie,Manhunter,Manhunter,0,1986,\N,120,"Crime,Mystery,Thriller"
tt0091499,movie,Maximum Overdrive,Maximum Overdrive,0,1986,\N,98,"Action,Comedy,Horror"
tt0091557,movie,The Mosquito Coast,The Mosquito Coast,0,1986,\N,117,"Adventure,Drama,Thriller"
tt0091738,movie,Peggy Sue Got Married,Peggy Sue Got Married,0,1986,\N,103,"Comedy,Drama,Fantasy"
tt0091763,movie,Platoon,Platoon,0,1986,\N,120,"Drama,War"
tt0091867,movie,A Room with a View,A Room with a View,0,1985,\N,117,"Drama,Romance"
tt0091875,movie,Running Scared,Running Scared,0,1986,\N,107,"Action,Comedy,Crime"
tt0091983,movie,Something Wild,Something Wild,0,1986,\N,114,"Comedy,Crime,Romance"
tt0092005,movie,Stand by Me,Stand by Me,0,1986,\N,89,"Adventure,Comedy,Drama"
tt0092007,movie,Star Trek IV: The Voyage Home,Star Trek IV: The Voyage Home,0,1986,\N,119,"Action,Adventure,Comedy"
tt0092099,movie,Top Gun,Top Gun,0,1986,\N,109,"Action,Drama"
tt0092654,movie,The Big Easy,The Big Easy,0,1986,\N,102,"Comedy,Crime,Drama"
tt0092699,movie,Broadcast News,Broadcast News,0,1987,\N,133,"Comedy,Drama,Romance"
tt0093058,movie,Full Metal Jacket,Full Metal Jacket,0,1987,\N,116,"Drama,War"
tt0093177,movie,Hellraiser,Hellraiser,0,1987,\N,94,"Horror,Thriller"
tt0093209,movie,Hope and Glory,Hope and Glory,0,1987,\N,113,"Comedy,Drama,Romance"
tt0093223,movie,House of Games,House of Games,0,1987,\N,102,"Crime,Thriller"
tt0093260,movie,Innerspace,Innerspace,0,1987,\N,120,"Action,Adventure,Comedy"
tt0093300,movie,Jaws: The Revenge,Jaws: The Revenge,0,1987,\N,89,"Adventure,Horror,Thriller"
tt0093378,movie,La Bamba,La Bamba,0,1987,\N,108,"Biography,Drama,Music"
tt0093409,movie,Lethal Weapon,Lethal Weapon,0,1987,\N,109,"Action,Crime,Thriller"
tt0093415,movie,Light of Day,Light of Day,0,1987,\N,107,"Drama,Music"
tt0093437,movie,The Lost Boys,The Lost Boys,0,1987,\N,97,"Comedy,Horror"
tt0093565,movie,Moonstruck,Moonstruck,0,1987,\N,102,"Comedy,Drama,Romance"
tt0093605,movie,Near Dark,Near Dark,0,1987,\N,94,Horror
tt0093629,movie,A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street 3: Dream Warriors,0,1987,\N,96,"Fantasy,Horror"
tt0093773,movie,Predator,Predator,0,1987,\N,107,"Action,Adventure,Horror"
tt0093777,movie,Prince of Darkness,Prince of Darkness,0,1987,\N,102,Horror
tt0093779,movie,The Princess Bride,The Princess Bride,0,1987,\N,98,"Adventure,Comedy,Family"
tt0093822,movie,Raising Arizona,Raising Arizona,0,1987,\N,94,"Comedy,Crime"
tt0094008,movie,Someone to Watch Over Me,Someone to Watch Over Me,0,1987,\N,106,"Crime,Drama,Romance"
tt0094012,movie,Spaceballs,Spaceballs,0,1987,\N,96,"Adventure,Comedy,Sci-Fi"
tt0094074,movie,Superman IV: The Quest for Peace,Superman IV: The Quest for Peace,0,1987,\N,90,"Action,Adventure,Sci-Fi"
tt0094137,movie,Three Men and a Baby,3 Men and a Baby,0,1987,\N,102,"Comedy,Drama,Family"
tt0094155,movie,Tin Men,Tin Men,0,1987,\N,112,"Comedy,Drama"
tt0094291,movie,Wall Street,Wall Street,0,1987,\N,126,"Crime,Drama"
tt0094332,movie,The Witches of Eastwick,The Witches of Eastwick,0,1987,\N,118,"Comedy,Fantasy,Horror"
tt0094602,movie,Above the Law,Above the Law,0,1988,\N,99,"Action,Crime,Drama"
tt0094631,movie,Alien Nation,Alien Nation,0,1988,\N,91,"Action,Sci-Fi"
tt0094715,movie,Beaches,Beaches,0,1988,\N,123,"Comedy,Drama,Music"
tt0094721,movie,Beetlejuice,Beetlejuice,0,1988,\N,92,"Comedy,Fantasy"
tt0094737,movie,Big,Big,0,1988,\N,104,"Comedy,Drama,Fantasy"
tt0094761,movie,The Blob,The Blob,0,1988,\N,95,"Horror,Sci-Fi,Thriller"
tt0094812,movie,Bull Durham,Bull Durham,0,1988,\N,108,"Comedy,Romance,Sport"
tt0094898,movie,Coming to America,Coming to America,0,1988,\N,117,"Comedy,Romance"
tt0094919,movie,Critters 2: The Main Course,Critters 2,0,1988,\N,86,"Comedy,Horror,Sci-Fi"
tt0094964,movie,Dead Ringers,Dead Ringers,0,1988,\N,116,"Drama,Horror,Thriller"
tt0095016,movie,Die Hard,Die Hard,0,1988,\N,132,"Action,Thriller"
tt0095250,movie,The Big Blue,Le grand bleu,0,1988,\N,168,"Adventure,Drama,Sport"
tt0095253,movie,The Great Outdoors,The Great Outdoors,0,1988,\N,91,Comedy
tt0095271,movie,Halloween 4: The Return of Michael Myers,Halloween 4: The Return of Michael Myers,0,1988,\N,88,"Horror,Thriller"
tt0095497,movie,The Last Temptation of Christ,The Last Temptation of Christ,0,1988,\N,164,Drama
tt0095742,movie,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street 4: The Dream Master,0,1988,\N,93,Horror
tt0095765,movie,Cinema Paradiso,Nuovo Cinema Paradiso,0,1988,\N,174,"Drama,Romance"
tt0095963,movie,Red Heat,Red Heat,0,1988,\N,104,"Action,Comedy,Crime"
tt0096256,movie,They Live,They Live,0,1988,\N,94,"Action,Horror,Sci-Fi"
tt0096320,movie,Twins,Twins,0,1988,\N,107,"Comedy,Crime"
tt0096438,movie,Who Framed Roger Rabbit,Who Framed Roger Rabbit,0,1988,\N,104,"Adventure,Animation,Comedy"
tt0096446,movie,Willow,Willow,0,1988,\N,126,"Action,Adventure,Drama"
tt0096463,movie,Working Girl,Working Girl,0,1988,\N,113,"Comedy,Drama,Romance"
tt0096754,movie,The Abyss,The Abyss,0,1989,\N,140,"Adventure,Drama,Mystery"
tt0096874,movie,Back to the Future Part II,Back to the Future Part II,0,1989,\N,108,"Adventure,Comedy,Sci-Fi"
tt0096895,movie,Batman,Batman,0,1989,\N,126,"Action,Adventure"
tt0096933,movie,Black Rain,Black Rain,0,1989,\N,125,"Action,Crime,Drama"
tt0096969,movie,Born on the Fourth of July,Born on the Fourth of July,0,1989,\N,145,"Biography,Drama,War"
tt0097027,movie,Casualties of War,Casualties of War,0,1989,\N,113,"Action,Crime,Drama"
tt0097165,movie,Dead Poets Society,Dead Poets Society,0,1989,\N,128,"Comedy,Drama"
tt0097216,movie,Do the Right Thing,Do the Right Thing,0,1989,\N,120,"Comedy,Drama"
tt0097240,movie,Drugstore Cowboy,Drugstore Cowboy,0,1989,\N,101,"Crime,Drama"
tt0097243,movie,A Dry White Season,A Dry White Season,0,1989,\N,106,"Drama,Thriller"
tt0097289,movie,Erik the Viking,Erik the Viking,0,1989,\N,107,"Adventure,Comedy,Fantasy"
tt0097322,movie,The Fabulous Baker Boys,The Fabulous Baker Boys,0,1989,\N,114,"Comedy,Drama,Music"
tt0097334,movie,Farewell to the King,Farewell to the King,0,1989,\N,117,"Action,Adventure,Drama"
tt0097351,movie,Field of Dreams,Field of Dreams,0,1989,\N,107,"Drama,Family,Fantasy"
tt0097388,movie,Friday the 13th Part VIII: Jason Takes Manhattan,Friday the 13th Part VIII: Jason Takes Manhattan,0,1989,\N,100,"Adventure,Horror,Thriller"
tt0097428,movie,Ghostbusters II,Ghostbusters II,0,1989,\N,108,"Action,Comedy,Fantasy"
tt0097438,movie,Gleaming the Cube,Gleaming the Cube,0,1989,\N,105,"Action,Drama,Mystery"
tt0097441,movie,Glory,Glory,0,1989,\N,122,"Biography,Drama,History"
tt0097474,movie,Halloween 5: The Revenge of Michael Myers,Halloween 5: The Revenge of Michael Myers,0,1989,\N,96,"Horror,Thriller"
tt0097493,movie,Heathers,Heathers,0,1988,\N,103,"Comedy,Crime"
tt0097576,movie,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,0,1989,\N,127,"Action,Adventure"
tt0097737,movie,Leviathan,Leviathan,0,1989,\N,98,"Adventure,Horror,Mystery"
tt0097757,movie,The Little Mermaid,The Little Mermaid,0,1989,\N,83,"Adventure,Animation,Family"
tt0097806,movie,The Magic Toyshop,The Magic Toyshop,0,1987,\N,107,"Drama,Fantasy,Horror"
tt0097815,movie,Major League,Major League,0,1989,\N,107,"Comedy,Sport"
tt0097958,movie,National Lampoon's Christmas Vacation,National Lampoon's Christmas Vacation,0,1989,\N,97,Comedy
tt0097981,movie,A Nightmare on Elm Street: The Dream Child,A Nightmare on Elm Street: The Dream Child,0,1989,\N,89,"Fantasy,Horror"
tt0098084,movie,Pet Sematary,Pet Sematary,0,1989,\N,103,"Fantasy,Horror,Thriller"
tt0098258,movie,Say Anything,Say Anything...,0,1989,\N,100,"Comedy,Drama,Romance"
tt0098273,movie,Sea of Love,Sea of Love,0,1989,\N,113,"Crime,Drama,Mystery"
tt0098382,movie,Star Trek V: The Final Frontier,Star Trek V: The Final Frontier,0,1989,\N,107,"Action,Adventure,Fantasy"
tt0098524,movie,True Believer,True Believer,0,1989,\N,108,"Crime,Drama,Mystery"
tt0098554,movie,Uncle Buck,Uncle Buck,0,1989,\N,100,Comedy
tt0098625,movie,We're No Angels,We're No Angels,0,1989,\N,106,"Comedy,Crime"
tt0098635,movie,When Harry Met Sally...,When Harry Met Sally...,0,1989,\N,95,"Comedy,Drama,Romance"
tt0098663,movie,The Wizard,The Wizard,0,1989,\N,100,"Adventure,Comedy,Drama"
tt0098724,movie,"Sex, Lies, and Videotape","Sex, Lies, and Videotape",0,1989,\N,100,Drama
tt0098987,movie,The Adventures of Ford Fairlane,The Adventures of Ford Fairlane,0,1990,\N,104,"Action,Adventure,Comedy"
tt0099077,movie,Awakenings,Awakenings,0,1990,\N,121,"Biography,Drama"
tt0099088,movie,Back to the Future Part III,Back to the Future Part III,0,1990,\N,118,"Adventure,Comedy,Sci-Fi"
tt0099141,movie,Bird on a Wire,Bird on a Wire,0,1990,\N,110,"Action,Comedy,Crime"
tt0099165,movie,The Bonfire of the Vanities,The Bonfire of the Vanities,0,1990,\N,125,"Comedy,Drama,Romance"
tt0099291,movie,Come See the Paradise,Come See the Paradise,0,1990,\N,138,"Drama,Romance,War"
tt0099348,movie,Dances with Wolves,Dances with Wolves,0,1990,\N,181,"Adventure,Drama,Western"
tt0099371,movie,Days of Thunder,Days of Thunder,0,1990,\N,107,"Action,Drama,Sport"
tt0099423,movie,Die Hard 2,Die Hard 2,0,1990,\N,124,"Action,Thriller"
tt0099487,movie,Edward Scissorhands,Edward Scissorhands,0,1990,\N,105,"Drama,Fantasy,Romance"
tt0099653,movie,Ghost,Ghost,0,1990,\N,127,"Drama,Fantasy,Romance"
tt0099685,movie,Goodfellas,Goodfellas,0,1990,\N,145,"Biography,Crime,Drama"
tt0099700,movie,Gremlins 2: The New Batch,Gremlins 2: The New Batch,0,1990,\N,106,"Comedy,Fantasy,Horror"
tt0099703,movie,The Grifters,The Grifters,0,1990,\N,110,"Crime,Drama,Thriller"
tt0099739,movie,Hard to Kill,Hard to Kill,0,1990,\N,96,"Action,Crime,Drama"
tt0099740,movie,Hardware,Hardware,0,1990,\N,94,"Sci-Fi,Thriller"
tt0099785,movie,Home Alone,Home Alone,0,1990,\N,103,"Comedy,Family"
tt0099810,movie,The Hunt for Red October,The Hunt for Red October,0,1990,\N,135,"Action,Adventure,Thriller"
tt0099871,movie,Jacob's Ladder,Jacob's Ladder,0,1990,\N,113,"Drama,Horror,Mystery"
tt0100133,movie,Memphis Belle,Memphis Belle,0,1990,\N,107,"Action,Drama,War"
tt0100157,movie,Misery,Misery,0,1990,\N,107,"Drama,Thriller"
tt0100212,movie,My Blue Heaven,My Blue Heaven,0,1990,\N,97,"Comedy,Crime"
tt0100224,movie,Narrow Margin,Narrow Margin,0,1990,\N,97,"Action,Crime,Thriller"
tt0100403,movie,Predator 2,Predator 2,0,1990,\N,108,"Action,Horror,Sci-Fi"
tt0100405,movie,Pretty Woman,Pretty Woman,0,1990,\N,119,"Comedy,Romance"
tt0100477,movie,The Rescuers Down Under,The Rescuers Down Under,0,1990,\N,77,"Adventure,Animation,Comedy"
tt0100485,movie,Revenge,Revenge,0,1990,\N,124,"Action,Crime,Drama"
tt0100507,movie,Rocky V,Rocky V,0,1990,\N,104,"Drama,Sport"
tt0100791,movie,To Sleep with Anger,To Sleep with Anger,0,1990,\N,102,Drama
tt0100802,movie,Total Recall,Total Recall,0,1990,\N,113,"Action,Adventure,Sci-Fi"
tt0100814,movie,Tremors,Tremors,0,1990,\N,96,"Comedy,Horror"
tt0100935,movie,Wild at Heart,Wild at Heart,0,1990,\N,125,"Crime,Drama,Thriller"
tt0101272,movie,The Addams Family,The Addams Family,0,1991,\N,99,"Comedy,Fantasy"
tt0101327,movie,American Shaolin,American Shaolin,0,1991,\N,106,Action
tt0101393,movie,Backdraft,Backdraft,0,1991,\N,137,"Action,Drama,Mystery"
tt0101410,movie,Barton Fink,Barton Fink,0,1991,\N,116,"Comedy,Drama,Thriller"
tt0101414,movie,Beauty and the Beast,Beauty and the Beast,0,1991,\N,84,"Animation,Family,Fantasy"
tt0101507,movie,Boyz n the Hood,Boyz n the Hood,0,1991,\N,112,"Crime,Drama"
tt0101540,movie,Cape Fear,Cape Fear,0,1991,\N,128,"Crime,Thriller"
tt0101545,movie,Career Opportunities,Career Opportunities,0,1991,\N,83,"Comedy,Romance"
tt0101635,movie,Curly Sue,Curly Sue,0,1991,\N,101,"Comedy,Drama,Family"
tt0101669,movie,Dead Again,Dead Again,0,1991,\N,107,"Crime,Drama,Mystery"
tt0101694,movie,Deceived,Deceived,0,1991,\N,104,"Crime,Drama,Mystery"
tt0101698,movie,Defending Your Life,Defending Your Life,0,1991,\N,112,"Comedy,Drama,Fantasy"
tt0101761,movie,The Doors,The Doors,0,1991,\N,140,"Biography,Drama,Music"
tt0101862,movie,Father of the Bride,Father of the Bride,0,1991,\N,105,"Comedy,Family,Romance"
tt0101889,movie,The Fisher King,The Fisher King,0,1991,\N,137,"Comedy,Drama,Fantasy"
tt0101917,movie,Freddy's Dead: The Final Nightmare,Freddy's Dead: The Final Nightmare,0,1991,\N,89,"Fantasy,Horror"
tt0101921,movie,Fried Green Tomatoes,Fried Green Tomatoes,0,1991,\N,130,Drama
tt0102057,movie,Hook,Hook,0,1991,\N,142,"Adventure,Comedy,Family"
tt0102070,movie,Hudson Hawk,Hudson Hawk,0,1991,\N,100,"Action,Adventure,Comedy"
tt0102138,movie,JFK,JFK,0,1991,\N,189,"Drama,History,Thriller"
tt0102181,movie,Kafka,Kafka,0,1991,\N,98,"Drama,Mystery,Sci-Fi"
tt0102266,movie,The Last Boy Scout,The Last Boy Scout,0,1991,\N,105,"Action,Comedy,Crime"
tt0102307,movie,Light Sleeper,Light Sleeper,0,1992,\N,103,"Crime,Drama"
tt0102316,movie,Little Man Tate,Little Man Tate,0,1991,\N,99,Drama
tt0102411,movie,The Marrying Man,The Marrying Man,0,1991,\N,115,"Comedy,Music,Romance"
tt0102492,movie,My Girl,My Girl,0,1991,\N,102,"Comedy,Drama,Family"
tt0102494,movie,My Own Private Idaho,My Own Private Idaho,0,1991,\N,104,Drama
tt0102510,movie,The Naked Gun 2½: The Smell of Fear,The Naked Gun 2½: The Smell of Fear,0,1991,\N,85,"Comedy,Crime"
tt0102511,movie,Naked Lunch,Naked Lunch,0,1991,\N,115,"Drama,Mystery"
tt0102685,movie,Point Break,Point Break,0,1991,\N,122,"Action,Crime,Thriller"
tt0102753,movie,Rambling Rose,Rambling Rose,0,1991,\N,112,Drama
tt0102789,movie,Ricochet,Ricochet,0,1991,\N,102,"Action,Crime,Drama"
tt0102798,movie,Robin Hood: Prince of Thieves,Robin Hood: Prince of Thieves,0,1991,\N,143,"Action,Adventure,Drama"
tt0102803,movie,The Rocketeer,The Rocketeer,0,1991,\N,108,"Action,Adventure,Family"
tt0102926,movie,The Silence of the Lambs,The Silence of the Lambs,0,1991,\N,118,"Crime,Drama,Thriller"
tt0102975,movie,Star Trek VI: The Undiscovered Country,Star Trek VI: The Undiscovered Country,0,1991,\N,110,"Action,Adventure,Sci-Fi"
tt0103064,movie,Terminator 2: Judgment Day,Terminator 2: Judgment Day,0,1991,\N,137,"Action,Adventure,Sci-Fi"
tt0103074,movie,Thelma & Louise,Thelma & Louise,0,1991,\N,130,"Adventure,Crime,Drama"
tt0103594,movie,1492: Conquest of Paradise,1492: Conquest of Paradise,0,1992,\N,154,"Adventure,Biography,Drama"
tt0103639,movie,Aladdin,Aladdin,0,1992,\N,90,"Adventure,Animation,Comedy"
tt0103644,movie,Alien³,Alien³,0,1992,\N,114,"Action,Horror,Sci-Fi"
tt0103759,movie,Bad Lieutenant,Bad Lieutenant,0,1992,\N,96,"Crime,Drama,Thriller"
tt0103772,movie,Basic Instinct,Basic Instinct,0,1992,\N,127,"Drama,Mystery,Thriller"
tt0103776,movie,Batman Returns,Batman Returns,0,1992,\N,126,"Action,Crime,Fantasy"
tt0103855,movie,The Bodyguard,The Bodyguard,0,1992,\N,129,"Action,Drama,Music"
tt0103874,movie,Bram Stoker's Dracula,Bram Stoker's Dracula,0,1992,\N,128,"Fantasy,Horror,Romance"
tt0103893,movie,Buffy the Vampire Slayer,Buffy the Vampire Slayer,0,1992,\N,86,"Action,Comedy,Fantasy"
tt0103919,movie,Candyman,Candyman,0,1992,\N,99,"Horror,Thriller"
tt0103939,movie,Chaplin,Chaplin,0,1992,\N,143,"Biography,Comedy,Drama"
tt0103976,movie,City of Joy,City of Joy,0,1992,\N,132,"Crime,Drama"
tt0104036,movie,The Crying Game,The Crying Game,0,1992,\N,112,"Crime,Drama,Romance"
tt0104040,movie,The Cutting Edge,The Cutting Edge,0,1992,\N,101,"Comedy,Drama,Romance"
tt0104070,movie,Death Becomes Her,Death Becomes Her,0,1992,\N,104,"Comedy,Fantasy,Horror"
tt0104073,movie,Deep Cover,Deep Cover,0,1992,\N,107,"Action,Crime,Thriller"
tt0104114,movie,The Distinguished Gentleman,The Distinguished Gentleman,0,1992,\N,112,"Comedy,Crime"
tt0104257,movie,A Few Good Men,A Few Good Men,0,1992,\N,138,"Drama,Thriller"
tt0104348,movie,Glengarry Glen Ross,Glengarry Glen Ross,0,1992,\N,100,"Crime,Drama,Mystery"
tt0104389,movie,The Hand That Rocks the Cradle,The Hand That Rocks the Cradle,0,1992,\N,110,"Drama,Thriller"
tt0104409,movie,Hellraiser III: Hell on Earth,Hellraiser III: Hell on Earth,0,1992,\N,97,Horror
tt0104412,movie,Hero,Hero,0,1992,\N,119,"Comedy,Drama,Romance"
tt0104549,movie,Jennifer 8,Jennifer Eight,0,1992,\N,124,"Crime,Drama,Mystery"
tt0104627,movie,Knight Moves,Knight Moves,0,1992,\N,116,"Crime,Drama,Mystery"
tt0104691,movie,The Last of the Mohicans,The Last of the Mohicans,0,1992,\N,112,"Action,Adventure,Drama"
tt0104797,movie,Malcolm X,Malcolm X,0,1992,\N,202,"Biography,Drama,History"
tt0104804,movie,Man Trouble,Man Trouble,0,1992,\N,100,"Comedy,Romance"
tt0104815,movie,El Mariachi,El mariachi,0,1992,\N,81,"Action,Crime,Thriller"
tt0104850,movie,Memoirs of an Invisible Man,Memoirs of an Invisible Man,0,1992,\N,99,"Comedy,Romance,Sci-Fi"
tt0104952,movie,My Cousin Vinny,My Cousin Vinny,0,1992,\N,120,"Comedy,Crime"
tt0104990,movie,Newsies,Newsies,0,1992,\N,121,"Drama,Family,History"
tt0105128,movie,Pet Sematary II,Pet Sematary II,0,1992,\N,100,"Fantasy,Horror,Thriller"
tt0105159,movie,The Power of One,The Power of One,0,1992,\N,127,"Drama,Sport"
tt0105226,movie,Red Rock West,Red Rock West,0,1993,\N,98,"Crime,Drama,Thriller"
tt0105236,movie,Reservoir Dogs,Reservoir Dogs,0,1992,\N,99,"Crime,Thriller"
tt0105414,movie,Single White Female,Single White Female,0,1992,\N,107,"Drama,Thriller"
tt0105417,movie,Sister Act,Sister Act,0,1992,\N,100,"Comedy,Family,Music"
tt0105435,movie,Sneakers,Sneakers,0,1992,\N,126,"Comedy,Crime,Drama"
tt0105585,movie,Thunderheart,Thunderheart,0,1992,\N,119,"Crime,Mystery,Thriller"
tt0105665,movie,Twin Peaks: Fire Walk with Me,Twin Peaks: Fire Walk with Me,0,1992,\N,134,"Drama,Horror,Mystery"
tt0105695,movie,Unforgiven,Unforgiven,0,1992,\N,130,"Drama,Western"
tt0105699,movie,Unlawful Entry,Unlawful Entry,0,1992,\N,111,"Crime,Drama,Thriller"
tt0106303,movie,Arctic Blue,Arctic Blue,0,1993,\N,95,"Action,Thriller"
tt0106308,movie,Army of Darkness,Army of Darkness,0,1992,\N,81,"Comedy,Horror"
tt0106379,movie,Being Human,Being Human,0,1994,\N,122,"Comedy,Drama"
tt0106387,movie,Benny & Joon,Benny & Joon,0,1993,\N,98,"Comedy,Drama,Romance"
tt0106447,movie,"Bodies, Rest & Motion","Bodies, Rest & Motion",0,1993,\N,95,Drama
tt0106453,movie,Body of Evidence,Body of Evidence,0,1993,\N,99,"Drama,Thriller"
tt0106471,movie,Boxing Helena,Boxing Helena,0,1993,\N,107,"Drama,Mystery,Romance"
tt0106519,movie,Carlito's Way,Carlito's Way,0,1993,\N,144,"Crime,Drama,Thriller"
tt0106582,movie,Cliffhanger,Cliffhanger,0,1993,\N,113,"Action,Adventure,Thriller"
tt0106664,movie,The Dark Half,The Dark Half,0,1993,\N,122,"Horror,Mystery,Thriller"
tt0106673,movie,Dave,Dave,0,1993,\N,110,"Comedy,Romance"
tt0106677,movie,Dazed and Confused,Dazed and Confused,0,1993,\N,103,Comedy
tt0106697,movie,Demolition Man,Demolition Man,0,1993,\N,115,"Action,Sci-Fi,Thriller"
tt0106834,movie,Even Cowgirls Get the Blues,Even Cowgirls Get the Blues,0,1993,\N,106,"Comedy,Drama,Romance"
tt0106873,movie,Fatal Instinct,Fatal Instinct,0,1993,\N,91,"Comedy,Crime,Thriller"
tt0106977,movie,The Fugitive,The Fugitive,0,1993,\N,130,"Action,Crime,Drama"
tt0107048,movie,Groundhog Day,Groundhog Day,0,1993,\N,101,"Comedy,Drama,Fantasy"
tt0107206,movie,In the Line of Fire,In the Line of Fire,0,1993,\N,128,"Action,Crime,Drama"
tt0107254,movie,Jason Goes to Hell,Jason Goes to Hell: The Final Friday,0,1993,\N,87,"Fantasy,Horror,Thriller"
tt0107290,movie,Jurassic Park,Jurassic Park,0,1993,\N,127,"Action,Adventure,Sci-Fi"
tt0107302,movie,Kalifornia,Kalifornia,0,1993,\N,117,"Crime,Drama,Thriller"
tt0107362,movie,Last Action Hero,Last Action Hero,0,1993,\N,130,"Action,Adventure,Comedy"
tt0107497,movie,Malice,Malice,0,1993,\N,107,"Crime,Mystery,Thriller"
tt0107507,movie,Manhattan Murder Mystery,Manhattan Murder Mystery,0,1993,\N,104,"Comedy,Mystery"
tt0107665,movie,Needful Things,Needful Things,0,1993,\N,121,"Crime,Drama,Fantasy"
tt0107688,movie,The Nightmare Before Christmas,The Nightmare Before Christmas,0,1993,\N,76,"Animation,Family,Fantasy"
tt0107711,movie,Nowhere to Run,Nowhere to Run,0,1993,\N,94,"Action,Drama,Romance"
tt0107798,movie,The Pelican Brief,The Pelican Brief,0,1993,\N,141,"Crime,Drama,Mystery"
tt0107808,movie,A Perfect World,A Perfect World,0,1993,\N,138,"Crime,Drama,Thriller"
tt0107818,movie,Philadelphia,Philadelphia,0,1993,\N,125,Drama
tt0107822,movie,The Piano,The Piano,0,1993,\N,121,"Drama,Music,Romance"
tt0107843,movie,Point of No Return,Point of No Return,0,1993,\N,109,"Action,Crime,Drama"
tt0107889,movie,The Program,The Program,0,1993,\N,112,"Action,Drama,Romance"
tt0108037,movie,The Sandlot,The Sandlot,0,1993,\N,101,"Comedy,Drama,Family"
tt0108052,movie,Schindler's List,Schindler's List,0,1993,\N,195,"Biography,Drama,History"
tt0108065,movie,Searching for Bobby Fischer,Searching for Bobby Fischer,0,1993,\N,109,"Biography,Drama,Sport"
tt0108149,movie,Six Degrees of Separation,Six Degrees of Separation,0,1993,\N,112,"Comedy,Drama,Mystery"
tt0108160,movie,Sleepless in Seattle,Sleepless in Seattle,0,1993,\N,105,"Comedy,Drama,Romance"
tt0108174,movie,So I Married an Axe Murderer,So I Married an Axe Murderer,0,1993,\N,93,"Comedy,Romance"
tt0108200,movie,Spare Me,Spare Me,0,1993,\N,\N,Thriller
tt0108330,movie,This Boy's Life,This Boy's Life,0,1993,\N,115,"Biography,Drama"
tt0108333,movie,The Three Musketeers,The Three Musketeers,0,1993,\N,105,"Action,Adventure,Romance"
tt0108358,movie,Tombstone,Tombstone,0,1993,\N,130,"Biography,Drama,History"
tt0108399,movie,True Romance,True Romance,0,1993,\N,119,"Crime,Drama,Romance"
