laureates_id,prize_id,given_name,family_name,gender,birth_date,birth_city,birth_country,birth_country_now,birth_continent,death_date,death_city,death_country,death_country_now,death_continent
613,192,Frans Eemil,Sillanpää,male,1888-09-16,Hämeenkyrö,Russian Empire,Finland,Europe,1964-06-03,Helsinki,Finland,Finland,Europe
47,194,Ernest,Lawrence,male,1901-08-08,"Canton, SD",USA,USA,North America,1958-08-27,"Palo Alto, CA",USA,USA,North America
334,195,Gerhard,Domagk,male,1895-10-30,Lagow,Germany,Poland,Europe,1964-04-24,Burgberg,West Germany,Germany,Europe
201,211,George,de Hevesy,male,1885-08-01,Budapest,Austria-Hungary,Hungary,Europe,1966-07-05,Freiburg im Breisgau,West Germany,Germany,Europe
48,214,Otto,Stern,male,1888-02-17,Sorau,Germany,Poland,Europe,1969-08-17,"Berkeley, CA",USA,USA,North America
336,215,Edward A.,Doisy,male,1893-11-13,"Hume, IL",USA,USA,North America,1986-10-23,"St. Louis, MO",USA,USA,North America
335,215,Henrik,Dam,male,1895-02-21,Copenhagen,Denmark,Denmark,Europe,1976-04-17,Copenhagen,Denmark,Denmark,Europe
202,216,Otto,Hahn,male,1879-03-08,Frankfurt-on-the-Main,Germany,Germany,Europe,1968-07-28,Göttingen,West Germany,Germany,Europe
614,217,Johannes V.,Jensen,male,1873-01-20,Farsø,Denmark,Denmark,Europe,1950-11-25,Copenhagen,Denmark,Denmark,Europe
49,219,Isidor Isaac,Rabi,male,1898-07-29,Rymanow,Austria-Hungary,Poland,Europe,1988-01-11,"New York, NY",USA,USA,North America
338,220,Herbert S.,Gasser,male,1888-07-05,"Platteville, WI",USA,USA,North America,1963-05-11,"New York, NY",USA,USA,North America
337,220,Joseph,Erlanger,male,1874-01-05,"San Francisco, CA",USA,USA,North America,1965-12-05,"St. Louis, MO",USA,USA,North America
203,221,Artturi,Virtanen,male,1895-01-15,Helsinki,Russian Empire,Finland,Europe,1973-11-11,Helsinki,Finland,Finland,Europe
615,222,Gabriela,Mistral,female,1889-04-07,Vicuña,Chile,Chile,South America,1957-01-10,"Hempstead, NY",USA,USA,North America
505,223,Cordell,Hull,male,1871-10-02,"Olympus, TN",USA,USA,North America,1955-07-23,"Bethesda, MD",USA,USA,North America
50,224,Wolfgang,Pauli,male,1900-04-25,Vienna,Austria,Austria,Europe,1958-12-15,Zurich,Switzerland,Switzerland,Europe
340,225,Ernst B.,Chain,male,1906-06-19,Berlin,Germany,Germany,Europe,1979-08-12,Mulrany,Ireland,Ireland,Europe
339,225,Sir Alexander,Fleming,male,1881-08-06,Lochfield,Scotland,Scotland,Europe,1955-03-11,London,United Kingdom,United Kingdom,Europe
341,225,Sir Howard,Florey,male,1898-09-24,Adelaide,Australia,Australia,Oceania,1968-02-21,Oxford,United Kingdom,United Kingdom,Europe
204,226,James B.,Sumner,male,1887-11-19,"Canton, MA",USA,USA,North America,1955-08-12,"Buffalo, NY",USA,USA,North America
205,226,John H.,Northrop,male,1891-07-05,"Yonkers, NY",USA,USA,North America,1987-05-27,"Wickenberg, AZ",USA,USA,North America
206,226,Wendell M.,Stanley,male,1904-08-16,"Ridgeville, IN",USA,USA,North America,1971-06-15,Salamanca,Spain,Spain,Europe
617,227,Hermann,Hesse,male,1877-07-02,Calw,Germany,Germany,Europe,1962-08-09,Montagnola,Switzerland,Switzerland,Europe
506,228,Emily Greene,Balch,female,1867-01-08,"Jamaica Plain, MA",USA,USA,North America,1961-01-09,"Cambridge, MA",USA,USA,North America
507,228,John R.,Mott,male,1865-05-25,"Livingston Manor, NY",USA,USA,North America,1955-01-31,NA,USA,USA,North America
51,229,Percy W.,Bridgman,male,1882-04-21,"Cambridge, MA",USA,USA,North America,1961-08-20,"Randolph, NH",USA,USA,North America
342,230,Hermann J.,Muller,male,1890-12-21,"New York, NY",USA,USA,North America,1967-04-05,"Indianapolis, IN",USA,USA,North America
207,231,Sir Robert,Robinson,male,1886-09-13,"Rufford, near Chesterfield",United Kingdom,United Kingdom,Europe,1975-02-08,Great Missenden,United Kingdom,United Kingdom,Europe
618,232,André,Gide,male,1869-11-22,Paris,France,France,Europe,1951-02-19,Paris,France,France,Europe
52,234,Edward V.,Appleton,male,1892-09-06,Bradford,United Kingdom,United Kingdom,Europe,1965-04-21,Edinburgh,Scotland,Scotland,Europe
345,235,Bernardo,Houssay,male,1887-04-10,Buenos Aires,Argentina,Argentina,South America,1971-09-21,Buenos Aires,Argentina,Argentina,South America
343,235,Carl,Cori,male,1896-12-05,Prague,Austria-Hungary,Czech Republic,Europe,1984-10-20,"Cambridge, MA",USA,USA,North America
344,235,Gerty,Cori,female,1896-08-15,Prague,Austria-Hungary,Czech Republic,Europe,1957-10-26,"St. Louis, MO",USA,USA,North America
208,236,Arne,Tiselius,male,1902-08-10,Stockholm,Sweden,Sweden,Europe,1971-10-29,Uppsala,Sweden,Sweden,Europe
619,237,T.S.,Eliot,male,1888-09-26,"St. Louis, MO",USA,USA,North America,1965-01-04,London,United Kingdom,United Kingdom,Europe
53,239,Patrick M.S.,Blackett,male,1897-11-18,London,United Kingdom,United Kingdom,Europe,1974-07-13,London,United Kingdom,United Kingdom,Europe
346,240,Paul,Müller,male,1899-01-12,Olten,Switzerland,Switzerland,Europe,1965-10-12,Basel,Switzerland,Switzerland,Europe
209,241,William F.,Giauque,male,1895-05-12,Niagara Falls,Canada,Canada,North America,1982-03-28,"Berkeley, CA",USA,USA,North America
620,242,William,Faulkner,male,1897-09-25,"New Albany, MS",USA,USA,North America,1962-07-06,"Byhalia, MS",USA,USA,North America
510,243,John,Boyd Orr,male,1880-09-23,Kilmaurs,Scotland,Scotland,Europe,1971-06-25,Edzell,Scotland,Scotland,Europe
54,244,Hideki,Yukawa,male,1907-01-23,Tokyo,Japan,Japan,Asia,1981-09-08,Kyoto,Japan,Japan,Asia
348,245,Egas,Moniz,male,1874-11-29,Avanca,Portugal,Portugal,Europe,1955-12-13,Lisbon,Portugal,Portugal,Europe
347,245,Walter,Hess,male,1881-03-17,Frauenfeld,Switzerland,Switzerland,Europe,1973-08-12,Ascona,Switzerland,Switzerland,Europe
211,246,Kurt,Alder,male,1902-07-10,Königshütte,Prussia,Poland,Europe,1958-06-20,Cologne,West Germany,Germany,Europe
210,246,Otto,Diels,male,1876-01-23,Hamburg,Germany,Germany,Europe,1954-03-07,Kiel,West Germany,Germany,Europe
621,247,Bertrand,Russell,male,1872-05-18,Trelleck,United Kingdom,United Kingdom,Europe,1970-02-02,Penrhyndeudraeth,United Kingdom,United Kingdom,Europe
511,248,Ralph,Bunche,male,1904-08-07,"Detroit, MI",USA,USA,North America,1971-12-09,"New York, NY",USA,USA,North America
55,249,Cecil,Powell,male,1903-12-05,Tonbridge,United Kingdom,United Kingdom,Europe,1969-08-09,NA,Italy,Italy,Europe
349,250,Edward C.,Kendall,male,1886-03-08,"South Norwalk, CT",USA,USA,North America,1972-05-04,"Princeton, NJ",USA,USA,North America
351,250,Philip S.,Hench,male,1896-02-28,"Pittsburgh, PA",USA,USA,North America,1965-03-30,Ocho Rios,Jamaica,Jamaica,North America
350,250,Tadeus,Reichstein,male,1897-07-20,Wloclawek,Poland,Poland,Europe,1996-08-01,Basel,Switzerland,Switzerland,Europe
212,251,Edwin M.,McMillan,male,1907-09-18,"Redondo Beach, CA",USA,USA,North America,1991-09-07,"El Cerrito, CA",USA,USA,North America
213,251,Glenn T.,Seaborg,male,1912-04-19,"Ishpeming, MI",USA,USA,North America,1999-02-25,"Lafayette, CA",USA,USA,North America
622,252,Pär,Lagerkvist,male,1891-05-23,Växjö,Sweden,Sweden,Europe,1974-07-11,Stockholm,Sweden,Sweden,Europe
512,253,Léon,Jouhaux,male,1879-07-01,Paris,France,France,Europe,1954-04-28,Paris,France,France,Europe
57,254,Ernest T.S.,Walton,male,1903-10-06,Dungarvan,Ireland,Ireland,Europe,1995-06-25,Belfast,Northern Ireland,Northern Ireland,Europe
56,254,John,Cockcroft,male,1897-05-27,Todmorden,United Kingdom,United Kingdom,Europe,1967-09-18,Cambridge,United Kingdom,United Kingdom,Europe
352,255,Max,Theiler,male,1899-01-30,Pretoria,South Africa,South Africa,Africa,1972-08-11,"New Haven, CT",USA,USA,North America
214,256,Archer J.P.,Martin,male,1910-03-01,London,United Kingdom,United Kingdom,Europe,2002-07-28,Llangarron,United Kingdom,United Kingdom,Europe
215,256,Richard L.M.,Synge,male,1914-10-28,Liverpool,United Kingdom,United Kingdom,Europe,1994-08-18,Norwich,United Kingdom,United Kingdom,Europe
623,257,François,Mauriac,male,1885-10-11,Bordeaux,France,France,Europe,1970-09-01,Paris,France,France,Europe
513,258,Albert,Schweitzer,male,1875-01-14,Kaysersberg,Germany,France,Europe,1965-09-04,Lambaréné,Gabon,Gabon,Africa
59,259,E. M.,Purcell,male,1912-08-30,"Taylorville, IL",USA,USA,North America,1997-03-07,"Cambridge, MA",USA,USA,North America
58,259,Felix,Bloch,male,1905-10-23,Zurich,Switzerland,Switzerland,Europe,1983-09-10,Zurich,Switzerland,Switzerland,Europe
353,260,Selman A.,Waksman,male,1888-07-22,Priluka,Russian Empire,Ukraine,Europe,1973-08-16,"Hyannis, MA",USA,USA,North America
216,261,Hermann,Staudinger,male,1881-03-23,Worms,Germany,Germany,Europe,1965-09-08,Freiburg im Breisgau,West Germany,Germany,Europe
624,262,Winston,Churchill,male,1874-11-30,Woodstock,United Kingdom,United Kingdom,Europe,1965-01-24,London,United Kingdom,United Kingdom,Europe
514,263,George C.,Marshall,male,1880-12-31,"Uniontown, PA",USA,USA,North America,1959-10-16,"Washington, D.C.",USA,USA,North America
60,264,Frits,Zernike,male,1888-07-16,Amsterdam,the Netherlands,the Netherlands,Europe,1966-03-10,Groningen,the Netherlands,the Netherlands,Europe
355,265,Fritz,Lipmann,male,1899-06-12,Koenigsberg,Germany,Russia,Europe,1986-07-24,"Poughkeepsie, NY",USA,USA,North America
354,265,Hans,Krebs,male,1900-08-25,Hildesheim,Germany,Germany,Europe,1981-11-22,Oxford,United Kingdom,United Kingdom,Europe
217,266,Linus,Pauling,male,1901-02-28,"Portland, OR",USA,USA,North America,1994-08-19,"Big Sur, CA",USA,USA,North America
625,267,Ernest,Hemingway,male,1899-07-21,"Oak Park, IL",USA,USA,North America,1961-07-02,"Ketchum, ID",USA,USA,North America
61,269,Max,Born,male,1882-12-11,Breslau,Germany,Poland,Europe,1970-01-05,Göttingen,West Germany,Germany,Europe
62,269,Walther,Bothe,male,1891-01-08,Oranienburg,Germany,Germany,Europe,1957-02-08,Heidelberg,West Germany,Germany,Europe
358,270,Frederick C.,Robbins,male,1916-08-25,"Auburn, AL",USA,USA,North America,2003-08-04,"Cleveland, OH",USA,USA,North America
356,270,John F.,Enders,male,1897-02-10,"West Hartford, CT",USA,USA,North America,1985-09-08,"Waterford, CT",USA,USA,North America
357,270,Thomas H.,Weller,male,1915-06-15,"Ann Arbor, MI",USA,USA,North America,2008-08-23,"Needham, MA",USA,USA,North America
218,271,Vincent,du Vigneaud,male,1901-05-18,"Chicago, IL",USA,USA,North America,1978-12-11,"White Plains, NY",USA,USA,North America
626,272,Halldór,Laxness,male,1902-04-23,Reykjavik,Iceland,Iceland,Europe,1998-02-08,Reykjavik,Iceland,Iceland,Europe
64,274,Polykarp,Kusch,male,1911-01-26,Blankenburg,Germany,Germany,Europe,1993-03-20,"Dallas, TX",USA,USA,North America
63,274,Willis E.,Lamb,male,1913-07-12,"Los Angeles, CA",USA,USA,North America,2008-05-15,"Tucson, AZ",USA,USA,North America
359,275,Hugo,Theorell,male,1903-07-06,Linköping,Sweden,Sweden,Europe,1982-08-15,Stockholm,Sweden,Sweden,Europe
220,276,Nikolay,Semenov,male,1896-04-03,Saratov,Russia,Russia,Europe,1986-09-25,Moscow,USSR,Russia,Europe
219,276,Sir Cyril,Hinshelwood,male,1897-05-19,London,United Kingdom,United Kingdom,Europe,1967-10-09,London,United Kingdom,United Kingdom,Europe
627,277,Juan Ramón,Jiménez,male,1881-12-24,Moguer,Spain,Spain,Europe,1958-05-29,San Juan,Puerto Rico,Puerto Rico,North America
66,279,John,Bardeen,male,1908-05-23,"Madison, WI",USA,USA,North America,1991-01-30,"Boston, MA",USA,USA,North America
67,279,Walter H.,Brattain,male,1902-02-10,Amoy,China,China,Asia,1987-10-13,"Seattle, WA",USA,USA,North America
65,279,William B.,Shockley,male,1910-02-13,London,United Kingdom,United Kingdom,Europe,1989-08-12,"Palo Alto, CA",USA,USA,North America
360,280,André F.,Cournand,male,1895-09-24,Paris,France,France,Europe,1988-02-19,"Great Barrington, MA",USA,USA,North America
362,280,Dickinson W.,Richards,male,1895-10-30,"Orange, NJ",USA,USA,North America,1973-02-23,"Lakeville, CT",USA,USA,North America
361,280,Werner,Forssmann,male,1904-08-29,Berlin,Germany,Germany,Europe,1979-06-01,Schopfheim,West Germany,Germany,Europe
221,281,Lord,Todd,male,1907-10-02,Glasgow,Scotland,Scotland,Europe,1997-01-10,Cambridge,United Kingdom,United Kingdom,Europe
628,282,Albert,Camus,male,1913-11-07,Mondovi,French Algeria,Algeria,Africa,1960-01-04,Sens,France,France,Europe
516,283,Lester Bowles,Pearson,male,1897-04-23,Toronto,Canada,Canada,North America,1972-12-27,Ottawa,Canada,Canada,North America
68,284,Chen Ning,Yang,male,1922-09-22,"Hofei, Anhwei",China,China,Asia,NA,NA,NA,NA,NA
69,284,Tsung-Dao,Lee,male,1926-11-24,Shanghai,China,China,Asia,2024-08-04,"San Francisco, CA",USA,USA,North America
363,285,Daniel,Bovet,male,1907-03-23,Neuchâtel,Switzerland,Switzerland,Europe,1992-04-08,Rome,Italy,Italy,Europe
222,286,Frederick,Sanger,male,1918-08-13,Rendcombe,United Kingdom,United Kingdom,Europe,2013-11-19,Cambridge,United Kingdom,United Kingdom,Europe
629,287,Boris,Pasternak,male,1890-02-10,Moscow,Russia,Russia,Europe,1960-05-30,Peredelkino,Russia,Russia,Europe
517,288,Georges,Pire,male,1910-02-10,Dinant,Belgium,Belgium,Europe,1969-01-30,Leuven,Belgium,Belgium,Europe
71,289,Igor Y.,Tamm,male,1895-07-08,Vladivostok,Russia,Russia,Europe,1971-04-12,Moscow,USSR,Russia,Europe
721,289,Il´ja M.,Frank,male,1908-10-23,Leningrad,Russia,Russia,Europe,1990-06-22,Moscow,USSR,Russia,Europe
70,289,Pavel A.,Cherenkov,male,1904-07-28,Novaya Chigla,Russia,Russia,Europe,1990-01-06,NA,USSR,Russia,Europe
365,290,Edward,Tatum,male,1909-12-14,"Boulder, CO",USA,USA,North America,1975-11-05,"New York, NY",USA,USA,North America
364,290,George,Beadle,male,1903-10-22,"Wahoo, NE",USA,USA,North America,1989-06-09,"Pomona, CA",USA,USA,North America
366,290,Joshua,Lederberg,male,1925-05-23,"Montclair, NJ",USA,USA,North America,2008-02-02,"New York, NY",USA,USA,North America
223,291,Jaroslav,Heyrovsky,male,1890-12-20,Prague,Austria-Hungary,Czech Republic,Europe,1967-03-27,Prague,Czechoslovakia,Czech Republic,Europe
630,292,Salvatore,Quasimodo,male,1901-08-20,Modica,Italy,Italy,Europe,1968-06-14,Naples,Italy,Italy,Europe
518,293,Philip,Noel-Baker,male,1889-11-01,London,United Kingdom,United Kingdom,Europe,1982-10-08,London,United Kingdom,United Kingdom,Europe
72,294,Emilio,Segrè,male,1905-02-01,Tivoli,Italy,Italy,Europe,1989-04-22,"Lafayette, CA",USA,USA,North America
73,294,Owen,Chamberlain,male,1920-07-10,"San Francisco, CA",USA,USA,North America,2006-02-28,"Berkeley, CA",USA,USA,North America
368,295,Arthur,Kornberg,male,1918-03-03,"Brooklyn, NY",USA,USA,North America,2007-10-26,"Stanford, CA",USA,USA,North America
367,295,Severo,Ochoa,male,1905-09-24,Luarca,Spain,Spain,Europe,1993-11-01,Madrid,Spain,Spain,Europe
224,296,Willard F.,Libby,male,1908-12-17,"Grand Valley, CO",USA,USA,North America,1980-09-08,"Los Angeles, CA",USA,USA,North America
631,297,Saint-John,Perse,male,1887-05-31,Pointe-à-Pitre,"Guadeloupe, France","Guadeloupe, France",North America,1975-09-20,Presqu'île-de-Giens,France,France,Europe
519,298,Albert,Lutuli,male,1898-00-00,Bulawayo,Southern Rhodesia,Zimbabwe,Africa,1967-07-21,Stanger,South Africa,South Africa,Africa
74,299,Donald A.,Glaser,male,1926-09-21,"Cleveland, OH",USA,USA,North America,2013-02-28,"Berkeley, CA",USA,USA,North America
370,300,Peter,Medawar,male,1915-02-28,Rio de Janeiro,Brazil,Brazil,South America,1987-10-02,London,United Kingdom,United Kingdom,Europe
369,300,Sir Frank Macfarlane,Burnet,male,1899-09-03,Traralgon,Australia,Australia,Oceania,1985-08-31,Melbourne,Australia,Australia,Oceania
225,301,Melvin,Calvin,male,1911-04-08,"St. Paul, MN",USA,USA,North America,1997-01-08,"Berkeley, CA",USA,USA,North America
633,302,Ivo,Andrić,male,1892-10-10,Dolac,Bosnia,Bosnia and Herzegovina,Europe,1975-03-13,Belgrade,Yugoslavia,Serbia,Europe
520,303,Dag,Hammarskjöld,male,1905-07-29,Jönköping,Sweden,Sweden,Europe,1961-09-18,Ndola,Northern Rhodesia,Zambia,Africa
75,304,Robert,Hofstadter,male,1915-02-05,"New York, NY",USA,USA,North America,1990-11-17,"Stanford, CA",USA,USA,North America
76,304,Rudolf,Mössbauer,male,1929-01-31,Munich,Germany,Germany,Europe,2011-09-14,NA,NA,NA,NA
371,305,Georg,von Békésy,male,1899-06-03,Budapest,Hungary,Hungary,Europe,1972-06-13,"Honolulu, HI",USA,USA,North America
227,306,John C.,Kendrew,male,1917-03-24,Oxford,United Kingdom,United Kingdom,Europe,1997-08-23,Cambridge,United Kingdom,United Kingdom,Europe
226,306,Max F.,Perutz,male,1914-05-19,Vienna,Austria,Austria,Europe,2002-02-06,Cambridge,United Kingdom,United Kingdom,Europe
634,307,John,Steinbeck,male,1902-02-27,"Salinas, CA",USA,USA,North America,1968-12-20,"New York, NY",USA,USA,North America
217,308,Linus,Pauling,male,1901-02-28,"Portland, OR",USA,USA,North America,1994-08-19,"Big Sur, CA",USA,USA,North America
77,309,Lev,Landau,male,1908-01-22,Baku,Russian Empire,Azerbaijan,Asia,1968-04-01,Moscow,USSR,Russia,Europe
372,310,Francis,Crick,male,1916-06-08,Northampton,United Kingdom,United Kingdom,Europe,2004-07-28,"San Diego, CA",USA,USA,North America
373,310,James,Watson,male,1928-04-06,"Chicago, IL",USA,USA,North America,NA,NA,NA,NA,NA
374,310,Maurice,Wilkins,male,1916-12-15,Pongaroa,New Zealand,New Zealand,Oceania,2004-10-05,London,United Kingdom,United Kingdom,Europe
229,311,Giulio,Natta,male,1903-02-26,Imperia,Italy,Italy,Europe,1979-05-02,Bergamo,Italy,Italy,Europe
228,311,Karl,Ziegler,male,1898-11-26,Helsa,Germany,Germany,Europe,1973-08-12,Mülheim,West Germany,Germany,Europe
635,312,Giorgos,Seferis,male,1900-03-13,Smyrna,Ottoman Empire,Turkey,Asia,1971-09-20,Athens,Greece,Greece,Europe
78,314,Eugene,Wigner,male,1902-11-17,Budapest,Austria-Hungary,Hungary,Europe,1995-01-01,"Princeton, NJ",USA,USA,North America
80,314,J. Hans D.,Jensen,male,1907-06-25,Hamburg,Germany,Germany,Europe,1973-02-11,Heidelberg,West Germany,Germany,Europe
79,314,Maria,Goeppert Mayer,female,1906-06-28,Kattowitz,Germany,Poland,Europe,1972-02-20,"San Diego, CA",USA,USA,North America
376,315,Alan,Hodgkin,male,1914-02-05,Banbury,United Kingdom,United Kingdom,Europe,1998-12-20,Cambridge,United Kingdom,United Kingdom,Europe
377,315,Andrew,Huxley,male,1917-11-22,Hampstead,United Kingdom,United Kingdom,Europe,2012-05-30,Grantchester,United Kingdom,United Kingdom,Europe
375,315,Sir John,Eccles,male,1903-01-27,Melbourne,Australia,Australia,Oceania,1997-05-02,Contra,Switzerland,Switzerland,Europe
230,316,Dorothy Crowfoot,Hodgkin,female,1910-05-12,Cairo,Egypt,Egypt,Africa,1994-07-29,Shipston-on-Stour,United Kingdom,United Kingdom,Europe
637,317,Jean-Paul,Sartre,male,1905-06-21,Paris,France,France,Europe,1980-04-15,Paris,France,France,Europe
524,318,Martin Luther,King Jr.,male,1929-01-15,"Atlanta, GA",USA,USA,North America,1968-04-04,"Memphis, TN",USA,USA,North America
83,319,Aleksandr M.,Prokhorov,male,1916-07-11,Atherton,Australia,Australia,Oceania,2002-01-08,Moscow,Russia,Russia,Europe
81,319,Charles H.,Townes,male,1915-07-28,"Greenville, SC",USA,USA,North America,2015-01-27,"Berkeley, CA",USA,USA,North America
82,319,Nicolay G.,Basov,male,1922-12-14,Usman,USSR,Russia,Europe,2001-07-01,Moscow,Russia,Russia,Europe
379,320,Feodor,Lynen,male,1911-04-06,Munich,Germany,Germany,Europe,1979-08-06,Munich,Germany,Germany,Europe
378,320,Konrad,Bloch,male,1912-01-21,Neisse,Germany,Poland,Europe,2000-10-15,"Burlington, MA",USA,USA,North America
231,321,Robert B.,Woodward,male,1917-04-10,"Boston, MA",USA,USA,North America,1979-07-08,"Cambridge, MA",USA,USA,North America
638,322,Mikhail,Sholokhov,male,1905-05-24,Veshenskaya,Russia,Russia,Europe,1984-02-21,Veshenskaya,USSR,Russia,Europe
85,324,Julian,Schwinger,male,1918-02-12,"New York, NY",USA,USA,North America,1994-07-16,"Los Angeles, CA",USA,USA,North America
86,324,Richard P.,Feynman,male,1918-05-11,"New York, NY",USA,USA,North America,1988-02-15,"Los Angeles, CA",USA,USA,North America
84,324,Sin-Itiro,Tomonaga,male,1906-03-31,Kyoto,Japan,Japan,Asia,1979-07-08,Tokyo,Japan,Japan,Asia
381,325,André,Lwoff,male,1902-05-08,Ainay-le-Château,France,France,Europe,1994-09-30,Paris,France,France,Europe
380,325,François,Jacob,male,1920-06-17,Nancy,France,France,Europe,2013-04-19,Paris,France,France,Europe
382,325,Jacques,Monod,male,1910-02-09,Paris,France,France,Europe,1976-05-31,Cannes,France,France,Europe
232,326,Robert S.,Mulliken,male,1896-06-07,"Newburyport, MA",USA,USA,North America,1986-10-31,"Arlington, VA",USA,USA,North America
640,327,Nelly,Sachs,female,1891-12-10,Berlin,Germany,Germany,Europe,1970-05-12,Stockholm,Sweden,Sweden,Europe
639,327,Shmuel,Agnon,male,1888-07-17,Buczacz,Austria-Hungary,Ukraine,Europe,1970-02-17,Rehovot,Israel,Israel,Asia
87,329,Alfred,Kastler,male,1902-05-03,Guebwiller,Germany,France,Europe,1984-01-07,Bandol,France,France,Europe
384,330,Charles B.,Huggins,male,1901-09-22,"Halifax, Nova Scotia",Canada,Canada,North America,1997-01-12,"Chicago, IL",USA,USA,North America
383,330,Peyton,Rous,male,1879-10-05,"Baltimore, MD",USA,USA,North America,1970-02-16,"New York, NY",USA,USA,North America
235,331,George,Porter,male,1920-12-06,Stainforth,United Kingdom,United Kingdom,Europe,2002-08-31,Canterbury,United Kingdom,United Kingdom,Europe
233,331,Manfred,Eigen,male,1927-05-09,Bochum,Germany,Germany,Europe,2019-02-06,Göttingen,Germany,Germany,Europe
234,331,Ronald G.W.,Norrish,male,1897-11-09,Cambridge,United Kingdom,United Kingdom,Europe,1978-06-07,Cambridge,United Kingdom,United Kingdom,Europe
641,332,Miguel Angel,Asturias,male,1899-10-19,Guatemala City,Guatemala,Guatemala,North America,1974-06-09,Madrid,Spain,Spain,Europe
88,334,Hans,Bethe,male,1906-07-02,Strasbourg,Germany,France,Europe,2005-03-06,"Ithaca, NY",USA,USA,North America
387,335,George,Wald,male,1906-11-18,"New York, NY",USA,USA,North America,1997-04-12,"Cambridge, MA",USA,USA,North America
386,335,Keffer,Hartline,male,1903-12-22,"Bloomsburg, PA",USA,USA,North America,1983-03-17,"Fallston, MD",USA,USA,North America
385,335,Ragnar,Granit,male,1900-10-30,Helsinki,Russian Empire,Finland,Europe,1991-03-12,Stockholm,Sweden,Sweden,Europe
236,336,Lars,Onsager,male,1903-11-27,Kristiania,Norway,Norway,Europe,1976-10-05,"Coral Gables, FL",USA,USA,North America
642,337,Yasunari,Kawabata,male,1899-06-11,Osaka,Japan,Japan,Asia,1972-04-16,Zushi,Japan,Japan,Asia
526,338,René,Cassin,male,1887-10-05,Bayonne,France,France,Europe,1976-02-20,Paris,France,France,Europe
89,339,Luis,Alvarez,male,1911-06-13,"San Francisco, CA",USA,USA,North America,1988-09-01,"Berkeley, CA",USA,USA,North America
389,340,H. Gobind,Khorana,male,1922-01-09,Raipur,India,India,Asia,2011-11-09,"Concord, MA",USA,USA,North America
390,340,Marshall W.,Nirenberg,male,1927-04-10,"New York, NY",USA,USA,North America,2010-01-15,"New York, NY",USA,USA,North America
388,340,Robert W.,Holley,male,1922-01-28,"Urbana, IL",USA,USA,North America,1993-02-11,"Los Gatos, CA",USA,USA,North America
237,341,Derek,Barton,male,1918-09-08,Gravesend,United Kingdom,United Kingdom,Europe,1998-03-16,"College Station, TX",USA,USA,North America
238,341,Odd,Hassel,male,1897-05-17,Kristiania,Norway,Norway,Europe,1981-05-11,Oslo,Norway,Norway,Europe
678,342,Jan,Tinbergen,male,1903-04-12,the Hague,the Netherlands,the Netherlands,Europe,1994-06-09,the Hague,the Netherlands,the Netherlands,Europe
677,342,Ragnar,Frisch,male,1895-03-03,Oslo,Norway,Norway,Europe,1973-01-31,Oslo,Norway,Norway,Europe
643,343,Samuel,Beckett,male,1906-04-13,Dublin,Ireland,Ireland,Europe,1989-12-22,Paris,France,France,Europe
90,345,Murray,Gell-Mann,male,1929-09-15,"New York, NY",USA,USA,North America,2019-05-24,"Santa Fe, NM",USA,USA,North America
392,346,Alfred D.,Hershey,male,1908-12-04,"Owosso, MI",USA,USA,North America,1997-05-22,"Syosset, NY",USA,USA,North America
391,346,Max,Delbrück,male,1906-09-04,Berlin,Germany,Germany,Europe,1981-03-09,"Pasadena, CA",USA,USA,North America
393,346,Salvador E.,Luria,male,1912-08-13,Turin,Italy,Italy,Europe,1991-02-06,"Lexington, MA",USA,USA,North America
239,347,Luis,Leloir,male,1906-09-06,Paris,France,France,Europe,1987-12-02,Buenos Aires,Argentina,Argentina,South America
679,348,Paul A.,Samuelson,male,1915-05-15,"Gary, IN",USA,USA,North America,2009-12-13,"Belmont, MA",USA,USA,North America
644,349,Aleksandr,Solzhenitsyn,male,1918-12-11,Kislovodsk,Russia,Russia,Europe,2008-08-03,Troitse-Lykovo,Russia,Russia,Europe
528,350,Norman,Borlaug,male,1914-03-25,"Cresco, IA",USA,USA,North America,2009-09-12,"Dallas, TX",USA,USA,North America
91,351,Hannes,Alfvén,male,1908-05-30,Norrköping,Sweden,Sweden,Europe,1995-04-02,Djursholm,Sweden,Sweden,Europe
92,351,Louis,Néel,male,1904-11-22,Lyon,France,France,Europe,2000-11-17,Brive-Corrèze,France,France,Europe
396,352,Julius,Axelrod,male,1912-05-30,"New York, NY",USA,USA,North America,2004-12-29,"Rockville, MD",USA,USA,North America
394,352,Sir Bernard,Katz,male,1911-03-26,Leipzig,Germany,Germany,Europe,2003-04-20,London,United Kingdom,United Kingdom,Europe
395,352,Ulf,von Euler,male,1905-02-07,Stockholm,Sweden,Sweden,Europe,1983-03-09,Stockholm,Sweden,Sweden,Europe
240,353,Gerhard,Herzberg,male,1904-12-25,Hamburg,Germany,Germany,Europe,1999-03-03,Ottawa,Canada,Canada,North America
680,354,Simon,Kuznets,male,1901-04-30,Pinsk,Russian Empire,Belarus,Europe,1985-07-08,"Cambridge, MA",USA,USA,North America
645,355,Pablo,Neruda,male,1904-07-12,Parral,Chile,Chile,South America,1973-09-23,Santiago,Chile,Chile,South America
529,356,Willy,Brandt,male,1913-12-18,Lübeck,Germany,Germany,Europe,1992-10-08,Unkel,Germany,Germany,Europe
